Tanggal,qty,Jumlah
2021-09-25,4676,24081400
2021-09-26,6434,33135100
2021-09-27,5408,27851200
2021-09-28,5334,27470100
2021-09-29,6456,33248400
2021-09-30,5952,30652800
2021-10-01,6158,31713700
2021-10-02,7698,39644700
2021-10-03,6333,32614950
2021-10-04,9264,47708600
2021-10-05,2033,10469950
2021-10-06,10608,54631200
2021-10-07,3499,18019850
2021-10-09,7958,40983700
2021-10-10,7934,40860100
2021-10-11,7977,41081550
2021-10-12,7946,40921900
2021-10-13,7948,40932200
2021-10-14,8791,45278650
2021-10-15,7047,36292050
2021-10-18,7982,41107300
2021-10-19,6527,33614050
2021-10-20,6085,31337750
2021-10-21,6399,32954850
2021-10-22,6721,34613150
2021-10-23,5417,27897550
2021-10-24,6047,31142050
2021-10-25,7695,39629250
2021-10-26,8031,41359650
2021-10-27,9258,47678700
2021-10-28,1497,7709550
2021-10-29,4377,22541550
2021-10-30,3571,18390650
2021-11-02,6416,33042400
2021-11-03,8679,44696850
2021-11-04,8168,42065200
2021-11-06,9122,46978300
2021-11-07,6724,34628600
2021-11-09,7861,40484150
2021-11-10,8249,42482350
2021-11-11,7602,39150300
2021-11-12,7851,40432650
2021-11-13,3768,19405200
2021-11-14,4053,20872950
2021-11-16,7766,39979450
2021-11-17,8312,42806800
2021-11-18,7857,40463550
2021-11-19,7977,41081550
2021-11-20,8315,42822250
2021-11-21,1682,8662300
2021-11-22,40,206000
2021-11-23,8426,43393900
2021-11-24,706,3635900
2021-11-25,7387,38043050
2021-11-26,6567,33820050
2021-11-27,5282,27202300
2021-11-28,3920,20188000
2021-11-29,6385,32882750
2021-11-30,2700,13905000
2021-12-01,6807,35056050
2021-12-02,3355,17278250
2021-12-03,5105,26290750
2021-12-04,2707,13941050
2021-12-05,3455,17793250
2021-12-06,4495,23149250
2021-12-07,3455,17793250
2021-12-08,6670,34350500
2021-12-09,6793,34983950
2021-12-10,4625,23818750
2021-12-11,4290,22093450
2021-12-12,1954,10063100
2021-12-13,5142,26481300
2021-12-14,6268,32280200
2021-12-15,4743,24426450
2021-12-16,4916,25317400
2021-12-17,7682,39562300
2021-12-18,5604,28860600
2021-12-19,3641,18751150
2021-12-20,4264,21959600
2021-12-21,5157,26558550
2021-12-22,6198,31919700
2021-12-23,6782,34927250
2021-12-24,7804,40190600
2021-12-25,3064,15779600
2021-12-26,2747,14147050
2021-12-27,3892,20043800
2021-12-28,3848,19817200
2021-12-29,3915,20162250
2021-12-30,2715,13982250
2021-12-31,3177,16361550
